Assuming rdf:type as type relation
Loading files... 
  Starting train.txt
  Finished train.txt, still running: 0
Loaded 120756 facts in 0.96 s using 180 MB
Using HeadCoverage as pruning metric with minimum threshold 0.01
Using recursivity limit 3
Lazy mining assistant that stops counting when the denominator gets too high
No minimum threshold on standard confidence
Filtering on PCA confidence with minimum threshold 0.1
Constants in the arguments of relations are disabled
Lossless (query refinement) heuristics enabled
MRT calls: 0
Starting the mining phase... Using 8 threads
Rule	Head Coverage	Std Confidence	PCA Confidence	Positive Examples	Body size	PCA Body size	Functional variable
?b  http://dbpedia.org/ontology/spokenIn  ?a   => ?a  http://dbpedia.org/ontology/language  ?b	0.069620253	0.223350254	0.307692308	44	197	143	?a
?a  http://dbpedia.org/ontology/officialLanguage  ?b   => ?a  http://dbpedia.org/ontology/language  ?b	0.188291139	0.78807947	0.944444444	119	151	126	?a
?b  http://dbpedia.org/ontology/languageFamily  ?a   => ?a  http://dbpedia.org/ontology/language  ?b	0.018987342	0.206896552	0.413793103	12	58	29	?a
?a  http://dbpedia.org/ontology/timeZone  ?b   => ?a  http://dbpedia.org/ontology/language  ?b	0.030063291	0.017958412	0.226190476	19	1058	84	?a
?b  http://dbpedia.org/ontology/subsidiary  ?a   => ?a  http://dbpedia.org/ontology/owningCompany  ?b	0.023622047	0.051724138	0.157894737	3	58	19	?a
?a  http://dbpedia.org/ontology/parentCompany  ?b   => ?a  http://dbpedia.org/ontology/owningCompany  ?b	0.094488189	0.049792531	0.3	12	241	40	?a
?a  http://dbpedia.org/ontology/keyPerson  ?b   => ?a  http://dbpedia.org/ontology/owningCompany  ?b	0.039370079	0.037878788	0.208333333	5	132	24	?a
?a  http://dbpedia.org/ontology/country  ?b   => ?a  http://dbpedia.org/ontology/owningCompany  ?b	0.031496063	0.00171969	0.173913043	4	2326	23	?a
?a  http://dbpedia.org/ontology/industry  ?b   => ?a  http://dbpedia.org/ontology/owningCompany  ?b	0.05511811	0.024561404	0.137254902	7	285	51	?a
?b  http://dbpedia.org/ontology/division  ?a   => ?a  http://dbpedia.org/ontology/owningCompany  ?b	0.031496063	0.105263158	0.307692308	4	38	13	?a
?a  http://dbpedia.org/ontology/product  ?b   => ?a  http://dbpedia.org/ontology/owningCompany  ?b	0.039370079	0.030120482	0.208333333	5	166	24	?a
?a  http://dbpedia.org/ontology/locationCountry  ?b   => ?a  http://dbpedia.org/ontology/owningCompany  ?b	0.031496063	0.03125	0.105263158	4	128	38	?a
?a  http://dbpedia.org/ontology/division  ?b   => ?a  http://dbpedia.org/ontology/owningCompany  ?b	0.023622047	0.078947368	0.272727273	3	38	11	?a
?a  http://dbpedia.org/ontology/owner  ?b   => ?a  http://dbpedia.org/ontology/owningCompany  ?b	0.496062992	0.707865169	0.913043478	63	89	69	?a
?a  http://dbpedia.org/ontology/successor  ?b   => ?a  http://dbpedia.org/ontology/owningCompany  ?b	0.015748031	0.022988506	0.222222222	2	87	9	?a
?a  http://dbpedia.org/ontology/distributor  ?b   => ?a  http://dbpedia.org/ontology/owningCompany  ?b	0.015748031	0.001199041	0.4	2	1668	5	?a
?a  http://dbpedia.org/ontology/broadcastArea  ?b   => ?a  http://dbpedia.org/ontology/owningCompany  ?b	0.015748031	0.086956522	0.181818182	2	23	11	?a
?b  http://dbpedia.org/ontology/largestCity  ?a   => ?a  http://dbpedia.org/ontology/region  ?b	0.066666667	0.046296296	0.909090909	10	216	11	?a
?a  http://dbpedia.org/ontology/deathPlace  ?b   => ?a  http://dbpedia.org/ontology/region  ?b	0.126666667	0.015079365	0.431818182	19	1260	44	?a
?a  http://dbpedia.org/ontology/birthPlace  ?b   => ?a  http://dbpedia.org/ontology/region  ?b	0.08	0.002486016	0.214285714	12	4827	56	?a
?a  http://dbpedia.org/ontology/leaderParty  ?b   => ?a  http://dbpedia.org/ontology/region  ?b	0.066666667	0.112359551	0.666666667	10	89	15	?a
?a  http://dbpedia.org/ontology/country  ?b   => ?a  http://dbpedia.org/ontology/region  ?b	0.12	0.007738607	0.189473684	18	2326	95	?a
?a  http://dbpedia.org/ontology/era  ?b   => ?a  http://dbpedia.org/ontology/region  ?b	0.046666667	0.194444444	0.466666667	7	36	15	?a
?a  http://www.w3.org/2000/01/rdf-schema%23seeAlso  ?b   => ?a  http://dbpedia.org/ontology/region  ?b	0.173333333	0.009423704	0.288888889	26	2759	90	?a
?b  http://dbpedia.org/ontology/countySeat  ?a   => ?a  http://dbpedia.org/ontology/region  ?b	0.046666667	0.047945205	0.875	7	146	8	?a
?a  http://dbpedia.org/ontology/federalState  ?b   => ?a  http://dbpedia.org/ontology/region  ?b	0.013333333	0.066666667	0.5	2	30	4	?a
?a  http://dbpedia.org/ontology/philosophicalSchool  ?b   => ?a  http://dbpedia.org/ontology/region  ?b	0.013333333	0.071428571	0.2	2	28	10	?a
?a  http://dbpedia.org/ontology/restingPlace  ?b   => ?a  http://dbpedia.org/ontology/region  ?b	0.033333333	0.026041667	0.454545455	5	192	11	?a
?a  http://dbpedia.org/ontology/predecessor  ?b   => ?a  http://dbpedia.org/ontology/region  ?b	0.013333333	0.035087719	0.125	2	57	16	?a
?a  http://dbpedia.org/ontology/foundationPlace  ?b   => ?a  http://dbpedia.org/ontology/location  ?b	0.017142857	0.113207547	0.461538462	12	106	26	?a
?a  http://dbpedia.org/ontology/headquarter  ?b   => ?a  http://dbpedia.org/ontology/location  ?b	0.02	0.07106599	0.583333333	14	197	24	?a
?a  http://dbpedia.org/ontology/company  ?b   => ?a  http://dbpedia.org/ontology/location  ?b	0.031428571	0.1375	0.448979592	22	160	49	?a
?a  http://dbpedia.org/ontology/industry  ?b   => ?a  http://dbpedia.org/ontology/location  ?b	0.022857143	0.056140351	0.172043011	16	285	93	?a
?a  http://dbpedia.org/ontology/distributor  ?b   => ?a  http://dbpedia.org/ontology/location  ?b	0.02	0.008393285	0.341463415	14	1668	41	?a
?a  http://dbpedia.org/ontology/league  ?b   => ?a  http://dbpedia.org/ontology/position  ?b	0.403755869	0.502923977	0.924731183	86	171	93	?a
?a  http://www.w3.org/2000/01/rdf-schema%23seeAlso  ?b   => ?a  http://dbpedia.org/ontology/location  ?b	0.037142857	0.009423704	0.325	26	2759	80	?a
?a  http://dbpedia.org/ontology/ground  ?b   => ?a  http://dbpedia.org/ontology/position  ?b	0.150234742	0.161616162	0.653061224	32	198	49	?a
?a  http://dbpedia.org/ontology/activeYearsEndYear  ?b   => ?a  http://dbpedia.org/ontology/deathYear  ?b	0.327771156	0.225965489	0.460636516	275	1217	597	?a
?a  http://dbpedia.org/ontology/position  ?b   => ?a  http://dbpedia.org/ontology/league  ?b	0.502923977	0.403755869	0.924731183	86	213	93	?a
?a  http://dbpedia.org/ontology/ground  ?b   => ?a  http://dbpedia.org/ontology/league  ?b	0.274853801	0.237373737	0.643835616	47	198	73	?a
?a  http://www.w3.org/2000/01/rdf-schema%23seeAlso  ?b   => ?a  http://dbpedia.org/ontology/league  ?b	0.029239766	0.001812251	0.25	5	2759	20	?a
?a  http://dbpedia.org/ontology/chairman  ?b   => ?a  http://dbpedia.org/ontology/league  ?b	0.011695906	0.25	0.666666667	2	8	3	?a
?a  http://dbpedia.org/ontology/creator  ?b   => ?a  http://dbpedia.org/ontology/presenter  ?b	0.017241379	0.013986014	0.5	2	143	4	?a
?a  http://dbpedia.org/ontology/country  ?b   => ?a  http://dbpedia.org/ontology/presenter  ?b	0.094827586	0.004729149	0.211538462	11	2326	52	?a
?b  http://dbpedia.org/ontology/knownFor  ?a   => ?a  http://dbpedia.org/ontology/creator  ?b	0.027972028	0.032258065	0.133333333	4	124	30	?a
?b  http://dbpedia.org/ontology/knownFor  ?a   => ?a  http://dbpedia.org/ontology/presenter  ?b	0.017241379	0.016129032	0.4	2	124	5	?a
?b  http://dbpedia.org/ontology/notableWork  ?a   => ?a  http://dbpedia.org/ontology/creator  ?b	0.020979021	0.111111111	0.272727273	3	27	11	?a
?a  http://dbpedia.org/ontology/executiveProducer  ?b   => ?a  http://dbpedia.org/ontology/creator  ?b	0.314685315	0.222772277	0.401785714	45	202	112	?a
?a  http://dbpedia.org/ontology/company  ?b   => ?a  http://dbpedia.org/ontology/creator  ?b	0.097902098	0.0875	0.184210526	14	160	76	?a
?a  http://dbpedia.org/ontology/distributor  ?b   => ?a  http://dbpedia.org/ontology/creator  ?b	0.06993007	0.005995204	0.158730159	10	1668	63	?a
?a  http://dbpedia.org/ontology/director  ?b   => ?a  http://dbpedia.org/ontology/creator  ?b	0.013986014	0.001970443	1	2	1015	2	?a
?a  http://dbpedia.org/ontology/producer  ?b   => ?a  http://dbpedia.org/ontology/creator  ?b	0.027972028	0.00309119	0.285714286	4	1294	14	?a
?a  http://dbpedia.org/ontology/country  ?b   => ?a  http://dbpedia.org/ontology/party  ?b	0.065789474	0.004299226	0.285714286	10	2326	35	?a
?a  http://dbpedia.org/ontology/spouse  ?b   => ?a  http://dbpedia.org/ontology/party  ?b	0.019736842	0.008287293	0.2	3	362	15	?a
?a  http://dbpedia.org/ontology/author  ?b   => ?a  http://dbpedia.org/ontology/creator  ?b	0.034965035	0.172413793	0.625	5	29	8	?a
?a  http://dbpedia.org/ontology/composer  ?b   => ?a  http://dbpedia.org/ontology/creator  ?b	0.041958042	0.076923077	0.166666667	6	78	36	?a
?a  http://dbpedia.org/ontology/award  ?b   => ?a  http://dbpedia.org/ontology/party  ?b	0.013157895	0.005633803	0.117647059	2	355	17	?a
?a  http://dbpedia.org/ontology/presenter  ?b   => ?a  http://dbpedia.org/ontology/creator  ?b	0.013986014	0.017241379	0.2	2	116	10	?a
?b  http://dbpedia.org/ontology/leader  ?a   => ?a  http://dbpedia.org/ontology/party  ?b	0.019736842	0.0625	0.272727273	3	48	11	?a
?b  http://dbpedia.org/ontology/subsidiary  ?a   => ?a  http://dbpedia.org/ontology/parentCompany  ?b	0.066390041	0.275862069	0.470588235	16	58	34	?a
?b  http://dbpedia.org/ontology/division  ?a   => ?a  http://dbpedia.org/ontology/parentCompany  ?b	0.024896266	0.157894737	0.428571429	6	38	14	?a
?a  http://dbpedia.org/ontology/product  ?b   => ?a  http://dbpedia.org/ontology/parentCompany  ?b	0.041493776	0.060240964	0.212765957	10	166	47	?a
?a  http://dbpedia.org/ontology/distributingCompany  ?b   => ?a  http://dbpedia.org/ontology/parentCompany  ?b	0.132780083	0.214765101	0.363636364	32	149	88	?a
?a  http://dbpedia.org/ontology/owner  ?b   => ?a  http://dbpedia.org/ontology/parentCompany  ?b	0.041493776	0.112359551	0.243902439	10	89	41	?a
?a  http://dbpedia.org/ontology/subsidiary  ?b   => ?a  http://dbpedia.org/ontology/parentCompany  ?b	0.012448133	0.051724138	0.130434783	3	58	23	?a
?a  http://dbpedia.org/ontology/division  ?b   => ?a  http://dbpedia.org/ontology/parentCompany  ?b	0.020746888	0.131578947	0.454545455	5	38	11	?a
?a  http://dbpedia.org/ontology/successor  ?b   => ?a  http://dbpedia.org/ontology/parentCompany  ?b	0.012448133	0.034482759	0.157894737	3	87	19	?a
?a  http://dbpedia.org/ontology/owningCompany  ?b   => ?a  http://dbpedia.org/ontology/parentCompany  ?b	0.049792531	0.094488189	0.307692308	12	127	39	?a
?a  http://dbpedia.org/ontology/distributingLabel  ?b   => ?a  http://dbpedia.org/ontology/parentCompany  ?b	0.149377593	0.232258065	0.391304348	36	155	92	?a
?b  http://dbpedia.org/ontology/award  ?a   => ?a  http://dbpedia.org/ontology/writer  ?b	0.012578616	0.028169014	0.238095238	10	355	42	?a
?a  http://dbpedia.org/ontology/distributor  ?b   => ?a  http://dbpedia.org/ontology/writer  ?b	0.127044025	0.060551559	0.164763458	101	1668	613	?a
?a  http://dbpedia.org/ontology/director  ?b   => ?a  http://dbpedia.org/ontology/writer  ?b	0.295597484	0.231527094	0.483539095	235	1015	486	?a
?a  http://dbpedia.org/ontology/narrator  ?b   => ?a  http://dbpedia.org/ontology/writer  ?b	0.010062893	0.109589041	0.235294118	8	73	34	?a
?a  http://dbpedia.org/ontology/producer  ?b   => ?a  http://dbpedia.org/ontology/writer  ?b	0.238993711	0.14683153	0.319327731	190	1294	595	?a
?a  http://dbpedia.org/ontology/country  ?b   => ?a  http://dbpedia.org/ontology/writer  ?b	0.013836478	0.004729149	0.141025641	11	2326	78	?a
?a  http://dbpedia.org/ontology/country  ?b   => ?a  http://dbpedia.org/ontology/athletics  ?b	0.157692308	0.017626827	0.931818182	41	2326	44	?a
?a  http://dbpedia.org/ontology/campus  ?b   => ?a  http://dbpedia.org/ontology/athletics  ?b	0.561538462	0.494915254	0.935897436	146	295	156	?a
?a  http://dbpedia.org/ontology/state  ?b   => ?a  http://dbpedia.org/ontology/athletics  ?b	0.580769231	0.214184397	0.78238342	151	705	193	?a
?a  http://www.w3.org/2000/01/rdf-schema%23seeAlso  ?b   => ?a  http://dbpedia.org/ontology/athletics  ?b	0.046153846	0.004349402	0.461538462	12	2759	26	?a
?a  http://dbpedia.org/ontology/affiliation  ?b   => ?a  http://dbpedia.org/ontology/athletics  ?b	0.55	0.323529412	0.644144144	143	442	222	?a
?a  http://dbpedia.org/ontology/residence  ?b   => ?a  http://dbpedia.org/ontology/restingPlace  ?b	0.010416667	0.003773585	0.4	2	530	5	?a
?a  http://dbpedia.org/ontology/deathPlace  ?b   => ?a  http://dbpedia.org/ontology/restingPlace  ?b	0.15625	0.023809524	0.175438596	30	1260	171	?a
?a  http://dbpedia.org/ontology/region  ?b   => ?a  http://dbpedia.org/ontology/restingPlace  ?b	0.026041667	0.033333333	0.625	5	150	8	?a
?a  http://dbpedia.org/ontology/deathCause  ?b   => ?a  http://dbpedia.org/ontology/restingPlace  ?b	0.052083333	0.045045045	0.2	10	222	50	?a
?a  http://dbpedia.org/ontology/restingPlace  ?b   => ?a  http://dbpedia.org/ontology/deathCause  ?b	0.045045045	0.052083333	0.181818182	10	192	55	?a
?a  http://dbpedia.org/ontology/notableIdea  ?b   => ?a  http://dbpedia.org/ontology/mainInterest  ?b	0.025210084	0.428571429	0.5	3	7	6	?a
?a  http://dbpedia.org/ontology/region  ?b   => ?a  http://dbpedia.org/ontology/deathPlace  ?b	0.015079365	0.126666667	0.612903226	19	150	31	?a
?a  http://dbpedia.org/ontology/restingPlace  ?b   => ?a  http://dbpedia.org/ontology/deathPlace  ?b	0.023809524	0.15625	0.204081633	30	192	147	?a
?a  http://dbpedia.org/ontology/birthPlace  ?b   => ?a  http://dbpedia.org/ontology/deathPlace  ?b	0.14047619	0.036668738	0.16970278	177	4827	1043	?a
?a  http://dbpedia.org/ontology/residence  ?b   => ?a  http://dbpedia.org/ontology/deathPlace  ?b	0.011111111	0.026415094	0.274509804	14	530	51	?a
?a  http://dbpedia.org/ontology/nationality  ?b   => ?a  http://dbpedia.org/ontology/deathPlace  ?b	0.015873016	0.072727273	0.322580645	20	275	62	?a
?a  http://dbpedia.org/ontology/deathPlace  ?b   => ?a  http://dbpedia.org/ontology/birthPlace  ?b	0.036668738	0.14047619	0.177532598	177	1260	997	?a
?a  http://dbpedia.org/ontology/nationality  ?b   => ?a  http://dbpedia.org/ontology/birthPlace  ?b	0.019059457	0.334545455	0.410714286	92	275	224	?a
?a  http://dbpedia.org/ontology/stateOfOrigin  ?b   => ?a  http://dbpedia.org/ontology/birthPlace  ?b	0.012222913	0.34502924	0.412587413	59	171	143	?a
?a  http://dbpedia.org/ontology/hometown  ?b   => ?a  http://dbpedia.org/ontology/birthPlace  ?b	0.012430081	0.077619664	0.171428571	60	773	350	?a
?a  http://dbpedia.org/ontology/residence  ?b   => ?a  http://dbpedia.org/ontology/birthPlace  ?b	0.011601409	0.105660377	0.133333333	56	530	420	?a
?a  http://dbpedia.org/ontology/managerClub  ?b   => ?a  http://dbpedia.org/ontology/team  ?b	0.01048218	0.625	0.714285714	5	8	7	?b
?a  http://dbpedia.org/ontology/position  ?b   => ?a  http://dbpedia.org/ontology/team  ?b	0.025157233	0.056338028	0.173913043	12	213	69	?b
?a  http://dbpedia.org/ontology/editing  ?b   => ?a  http://dbpedia.org/ontology/starring  ?b	0.018158474	0.139240506	0.712230216	99	711	139	?b
?a  http://dbpedia.org/ontology/producer  ?b   => ?a  http://dbpedia.org/ontology/starring  ?b	0.015223771	0.064142195	0.224932249	83	1294	369	?b
?a  http://dbpedia.org/ontology/musicComposer  ?b   => ?a  http://dbpedia.org/ontology/starring  ?b	0.024761555	0.116580311	0.754189944	135	1158	179	?b
?a  http://dbpedia.org/ontology/cinematography  ?b   => ?a  http://dbpedia.org/ontology/starring  ?b	0.022010271	0.136518771	0.736196319	120	879	163	?b
?b  http://www.w3.org/2002/07/owl%23differentFrom  ?a   => ?a  http://www.w3.org/2002/07/owl%23differentFrom  ?b	0.267857143	0.267857143	0.789473684	75	280	95	?a
?a  http://dbpedia.org/ontology/state  ?b   => ?a  http://www.w3.org/2002/07/owl%23differentFrom  ?b	0.110714286	0.043971631	0.58490566	31	705	53	?a
?b  http://dbpedia.org/ontology/governmentType  ?a   => ?a  http://www.w3.org/2002/07/owl%23differentFrom  ?b	0.014285714	0.006666667	0.222222222	4	600	18	?a
?a  http://www.w3.org/2000/01/rdf-schema%23seeAlso  ?b   => ?a  http://www.w3.org/2002/07/owl%23differentFrom  ?b	0.05	0.005074302	0.172839506	14	2759	81	?a
?a  http://dbpedia.org/ontology/governmentType  ?b   => ?a  http://www.w3.org/2002/07/owl%23differentFrom  ?b	0.046428571	0.021666667	0.541666667	13	600	24	?a
?a  http://dbpedia.org/ontology/isPartOf  ?b   => ?a  http://www.w3.org/2002/07/owl%23differentFrom  ?b	0.05	0.010744436	0.325581395	14	1303	43	?a
?b  http://dbpedia.org/ontology/influencedBy  ?a   => ?a  http://dbpedia.org/ontology/influenced  ?b	0.270386266	0.170500677	0.258196721	126	739	488	?b
?b  http://dbpedia.org/ontology/genre  ?a   => ?a  http://dbpedia.org/ontology/musicSubgenre  ?b	0.010204082	0.000533049	0.105263158	2	3752	19	?b
?b  http://dbpedia.org/ontology/stylisticOrigin  ?a   => ?a  http://dbpedia.org/ontology/musicSubgenre  ?b	0.382653061	0.069444444	0.143678161	75	1080	522	?b
?b  http://dbpedia.org/ontology/federalState  ?a   => ?a  http://dbpedia.org/ontology/capital  ?b	0.019512195	0.133333333	0.181818182	4	30	22	?a
?b  http://dbpedia.org/ontology/type  ?a   => ?a  http://dbpedia.org/ontology/capital  ?b	0.156097561	0.02063185	0.179775281	32	1551	178	?a
?a  http://dbpedia.org/ontology/largestCity  ?b   => ?a  http://dbpedia.org/ontology/capital  ?b	0.097560976	0.092592593	0.357142857	20	216	56	?a
?b  http://www.w3.org/2000/01/rdf-schema%23seeAlso  ?a   => ?a  http://dbpedia.org/ontology/capital  ?b	0.36097561	0.026821312	0.110612855	74	2759	669	?a
?b  http://dbpedia.org/ontology/timeZone  ?a   => ?a  http://dbpedia.org/ontology/capital  ?b	0.03902439	0.007561437	0.177777778	8	1058	45	?a
?a  http://dbpedia.org/ontology/foundationPlace  ?b   => ?a  http://dbpedia.org/ontology/locationCity  ?b	0.067729084	0.160377358	0.314814815	17	106	54	?a
?a  http://dbpedia.org/ontology/industry  ?b   => ?a  http://dbpedia.org/ontology/locationCity  ?b	0.047808765	0.042105263	0.109090909	12	285	110	?a
?a  http://dbpedia.org/ontology/jurisdiction  ?b   => ?a  http://dbpedia.org/ontology/headquarter  ?b	0.010152284	0.25	0.285714286	2	8	7	?a
?a  http://dbpedia.org/ontology/country  ?b   => ?a  http://dbpedia.org/ontology/headquarter  ?b	0.035532995	0.003009458	0.21875	7	2326	32	?a
?a  http://dbpedia.org/ontology/regionServed  ?b   => ?a  http://dbpedia.org/ontology/headquarter  ?b	0.015228426	0.037974684	0.103448276	3	79	29	?a
?a  http://dbpedia.org/ontology/locationCountry  ?b   => ?a  http://dbpedia.org/ontology/headquarter  ?b	0.010152284	0.015625	0.125	2	128	16	?a
?a  http://dbpedia.org/ontology/location  ?b   => ?a  http://dbpedia.org/ontology/headquarter  ?b	0.07106599	0.02	0.538461538	14	700	26	?a
?b  http://dbpedia.org/ontology/influenced  ?a   => ?a  http://dbpedia.org/ontology/influencedBy  ?b	0.170500677	0.270386266	0.380664653	126	466	331	?b
?b  http://dbpedia.org/ontology/countySeat  ?a   => ?a  http://dbpedia.org/ontology/isPartOf  ?b	0.076745971	0.684931507	0.763358779	100	146	131	?a
?b  http://dbpedia.org/ontology/capital  ?a   => ?a  http://dbpedia.org/ontology/isPartOf  ?b	0.029163469	0.185365854	0.558823529	38	205	68	?a
?a  http://www.w3.org/2002/07/owl%23differentFrom  ?b   => ?a  http://dbpedia.org/ontology/isPartOf  ?b	0.010744436	0.05	0.424242424	14	280	33	?a
?b  http://www.w3.org/2000/01/rdf-schema%23seeAlso  ?a   => ?a  http://dbpedia.org/ontology/isPartOf  ?b	0.038372985	0.018122508	0.190114068	50	2759	263	?a
?a  http://dbpedia.org/ontology/governmentType  ?b   => ?a  http://dbpedia.org/ontology/isPartOf  ?b	0.02532617	0.055	0.109271523	33	600	302	?a
?b  http://dbpedia.org/ontology/largestCity  ?a   => ?a  http://dbpedia.org/ontology/isPartOf  ?b	0.092862625	0.560185185	0.737804878	121	216	164	?a
?a  http://dbpedia.org/ontology/type  ?b   => ?a  http://dbpedia.org/ontology/isPartOf  ?b	0.352264006	0.295938104	0.884393064	459	1551	519	?a
?a  http://www.w3.org/2000/01/rdf-schema%23seeAlso  ?b   => ?a  http://dbpedia.org/ontology/isPartOf  ?b	0.172678434	0.081551287	0.335820896	225	2759	670	?a
?a  http://dbpedia.org/ontology/athletics  ?b   => ?a  http://dbpedia.org/ontology/campus  ?b	0.494915254	0.561538462	1	146	260	146	?a
?a  http://dbpedia.org/ontology/state  ?b   => ?a  http://dbpedia.org/ontology/campus  ?b	0.393220339	0.164539007	0.707317073	116	705	164	?a
?a  http://dbpedia.org/ontology/country  ?b   => ?a  http://dbpedia.org/ontology/campus  ?b	0.247457627	0.031384351	0.973333333	73	2326	75	?a
?a  http://dbpedia.org/ontology/city  ?b   => ?a  http://dbpedia.org/ontology/campus  ?b	0.06779661	0.03875969	0.11627907	20	516	172	?a
?a  http://www.w3.org/2000/01/rdf-schema%23seeAlso  ?b   => ?a  http://dbpedia.org/ontology/campus  ?b	0.037288136	0.003986952	0.44	11	2759	25	?a
?a  http://dbpedia.org/ontology/affiliation  ?b   => ?a  http://dbpedia.org/ontology/campus  ?b	0.498305085	0.332579186	0.710144928	147	442	207	?a
?a  http://dbpedia.org/ontology/sport  ?b   => ?a  http://dbpedia.org/ontology/campus  ?b	0.016949153	0.217391304	0.833333333	5	23	6	?a
?a  http://dbpedia.org/ontology/stateOfOrigin  ?b   => ?a  http://dbpedia.org/ontology/residence  ?b	0.011320755	0.035087719	0.193548387	6	171	31	?a
?a  http://dbpedia.org/ontology/nationality  ?b   => ?a  http://dbpedia.org/ontology/residence  ?b	0.01509434	0.029090909	0.235294118	8	275	34	?a
?a  http://dbpedia.org/ontology/deathPlace  ?b   => ?a  http://dbpedia.org/ontology/residence  ?b	0.026415094	0.011111111	0.254545455	14	1260	55	?a
?a  http://dbpedia.org/ontology/birthPlace  ?b   => ?a  http://dbpedia.org/ontology/residence  ?b	0.105660377	0.011601409	0.122270742	56	4827	458	?a
